DateTime,AddedIPs,RemovedIPs
1447706207,43,43
1447794036,39,39
1447879010,45,0
1447965414,43,88
1448051813,48,0
1448136563,48,48
1448222971,43,91
1448312498,44,44
1448403058,47,47
1448487455,47,0
1448579438,45,92
1448658032,48,0
1448748672,46,94
1448833586,46,0
1448916355,47,46
1449001648,45,46
1449090027,44,90
1449175536,46,0
1449264495,45,91
1449347229,44,0
1449434203,44,88
1449521675,49,49
1449606997,50,0
1449692335,43,48
1449780332,46,91
1449866724,47,0
1449952058,42,46
1450039553,40,83
1450126833,47,47
1450218030,50,50
1450300164,50,0
1450384046,44,48
1450469619,45,45
1450559377,42,88
1450644405,46,0
1450736920,41,87
1450817169,43,0
1450901373,46,41
1450987774,40,88
1451082004,45,45
1451164213,46,0
1451247557,40,43
1451342265,46,89
1451421933,44,0
1451509232,43,87
1451595621,47,0
1451636840,0,47
1451682023,43,0
1451768964,44,87
1451854837,44,0
1451941227,45,42
1452026727,42,44
1452113190,44,89
1452200969,49,49
1452286825,49,0
1452373226,48,97
1452459632,49,49
1452546561,49,49
1452632054,48,0
1452718858,49,97
1452803243,43,0
1452897439,45,88
1452977681,48,0
1453063352,50,48
1453151535,47,97
1453237697,48,0
1453320967,46,47
1453409767,50,97
1453497384,50,50
1453582094,48,0
1453667072,46,47
1453755377,45,92
1453839860,50,0
1453927462,50,100
1454727607,50,50
1454739127,47,0
1454827207,44,91
1454911936,46,0
1455000492,45,91
1455086656,48,0
1455171618,48,48
1455260419,46,94
1455345372,46,0
1455433690,46,92
1455518408,42,0
1455606736,46,88
1455691447,47,0
1455779783,45,92
1455864502,47,0
1455948977,48,46
1456038033,45,94
1456122775,46,0
1456211290,44,90
1456296261,44,0
1456382664,46,90
1456469290,49,49
1456556417,47,47
1456691287,49,49
1456764740,48,0
1456853550,49,97
1456938740,43,0
1457025134,42,42
1457112261,44,87
1457196734,49,0
1457285053,45,94
1457371473,48,48
1457458810,50,50
1457547855,47,47
1457632329,49,0
1457721673,49,98
1457808020,47,0
1457895379,45,92
1457982057,48,48
1458070569,47,47
1458155536,50,0
1458240038,50,50
1458328594,48,98
1458415210,50,50
1458499701,45,0
1458588738,46,91
1458672742,47,0
1458761553,46,93
1458846743,47,0
1458931955,44,44
1459020742,44,91
1459105224,47,0
1459194029,50,97
1459278995,50,0
1459363947,45,50
1459450101,45,44
1459539146,44,90
1459624824,43,0
1459709798,39,39
1459798828,40,83
1459884747,41,0
1459969939,41,41
1460058738,39,80
1460142264,48,0
1460231780,45,93
1460318198,47,47
1460401474,47,0
1460492901,45,92
1460574050,48,0
1460663782,47,95
1460749455,44,0
1460834906,41,42
1460920574,41,42
1461007710,46,88
1461092918,46,0
1461179055,42,45
1461265480,43,86
1461353295,47,47
1461441623,45,45
1461526099,44,0
1461614895,40,84
1461699847,45,0
1461786497,41,86
1461875297,47,47
1461959781,44,0
1462045934,40,41
1462134499,40,83
1462220856,48,0
1462307302,43,91
1462391775,44,0
1462480097,43,87
1462564573,44,0
1462653131,41,85
1462737613,46,0
1462825941,40,86
1462910438,43,0
1462995859,42,42
1463084655,41,84
1463169641,43,0
1463259628,41,84
1463344582,44,0
1463433136,40,84
1463521689,46,46
1463606655,46,0
1463695224,45,91
1463779698,46,0
1463866825,40,86
1463951539,42,0
1464038171,43,85
1464127221,46,46
1464213853,45,45
1464298345,47,0
1464386891,43,90
1464472096,44,0
1464556809,42,43
1464645142,44,87
1464729611,44,0
1464817933,41,85
1464902658,44,0
1464990979,42,86
1465075698,46,0
1465164253,37,83
1465300572,46,46
1465339214,49,0
1465423695,43,45
1465511553,43,90
1465596017,48,0
1465684579,46,94
1465770975,46,0
1465857867,47,93
1465942585,44,0
1466031138,46,90
1466116099,46,0
1466201089,43,44
1466289856,38,83
1466374337,38,0
1466462896,34,72
1466547373,42,0
1466635697,41,83
1466720179,42,0
1466808499,36,78
1466893219,42,0
1466981532,43,85
1467066502,47,0
1467151468,47,45
1467239773,46,95
1467324268,48,0
1467411400,42,90
1467672267,48,48
1467757213,48,0
1467841939,40,46
1467930754,40,82
1468015457,44,0
1468102583,44,88
1468191141,43,43
1468277533,44,0
1468362255,45,43
1468447695,48,46
1468536254,47,95
1468620977,47,0
1468709551,45,92
1468796431,44,44
1468882829,46,0
1468967299,48,44
1469052086,43,49
1469140344,44,88
1469224838,44,0
1469311239,44,88
1469397863,45,45
1469486176,42,42
1469570893,44,0
1469659217,46,90
1469743696,46,0
1469832009,43,89
1469916494,47,0
1470004812,43,90
1470091211,48,0
1470177852,47,95
1470262373,48,0
1470350660,50,98
1470435131,48,0
1470523453,43,91
1470607941,46,0
1470694573,45,91
1470782905,49,49
1470867232,46,0
1470955694,45,91
1471040424,47,0
1471128752,38,85
1471213233,46,0
1471301534,43,89
1471386030,46,0
1471474341,45,91
1471559056,42,0
1471648097,41,83
1471732811,42,0
1471817581,39,36
1471906341,41,86
1471992986,46,46
1472077711,44,0
1472166079,45,89
1472250734,46,0
1472337395,47,93
1472426418,46,46
1472510901,45,0
1472595614,45,43
1472683942,44,91
1472768901,44,0
1472857943,44,88
1472942410,47,0
1473031216,44,91
1473114019,49,0
1473202346,45,94
1473286819,46,0
1473375378,43,89
1473459859,47,0
1473548180,45,92
1473633146,46,0
1473719548,46,92
1473808106,46,46
1473893056,46,0
1473981620,47,93
1474066577,47,0
1474151293,48,46
1474239650,43,92
1474324101,45,0
1474412459,41,86
1474497141,43,0
1474585940,44,87
1474676431,48,48
1474765006,47,47
1474849456,48,0
1474936816,46,94
1475021296,44,0
1475109616,46,90
1475194811,44,0
1475279805,41,41
1475368343,38,82
1475453061,40,0
1475539459,42,38
1475627779,41,85
1475714656,44,44
1475801057,40,40
1475886088,48,0
1475974573,34,82
1476059308,44,0
1476144492,46,43
1476233055,40,87
1476317540,43,0
1476403944,40,83
1476492494,39,39
1476579151,44,44
1476663622,45,0
1476751941,38,83
1476836415,43,0
1476922809,41,40
1477009451,44,88
1477097775,46,46
1477182499,42,0
1477269140,43,85
1477357455,43,43
1477441935,48,0
1477530496,44,92
1477614970,46,0
1477703355,43,89
1477789946,46,46
1477873229,45,45
1477971146,45,45
1478047979,45,0
1478132656,43,45
1478221295,45,88
1478308345,47,47
1478392832,44,0
1478481380,44,88
1478566094,47,0
1478650573,43,45
1478739146,44,89
1478825769,43,43
1478910752,41,0
1478999001,47,88
1479083619,48,0
1479172109,46,94
1479257781,50,0
1479342506,47,50
1479430866,47,94
